-3.8951,-4.1168,-1.4064,5.6514,2.4794,1.2063,-1.9322,-0.9793,0.46164,2.002,0.51961,0.62256,0.83679,1.302,-0.3665,0.16573,0.80999,0.28281,-0.27797,-0.37652,1
-3.4668,-3.1126,-1.0047,5.0493,1.5001,1.3151,-0.50815,-0.47432,-0.21322,0.86102,-0.35021,1.7482,0.92248,-0.72559,-0.74555,-0.45854,-0.050154,-0.036491,-2.3125,-2.0025,1
3.9366,-2.3583,1.2848,-0.75286,0.50546,0.17666,-0.045015,-0.076052,2.1464,-0.30371,-1.1633,0.12562,-0.22224,0.59267,-1.5223,-1.5581,1.0663,-0.22814,0.44754,-0.46223,0
4.7434,5.0017,-1.0479,-2.4072,-1.3338,0.2997,0.60628,-0.62627,0.74471,-0.13602,-0.30522,0.80293,0.185,-0.1834,-0.16224,0.66963,-0.29003,-0.085543,0.60624,1.6613,0
-5.1647,-2.2308,0.89696,9.0627,0.72371,-0.24162,0.31412,1.5226,1.5811,-2.0729,0.077362,-0.13229,-1.0227,1.4503,0.18045,-0.68134,0.058573,-0.66353,1.0542,-0.63313,1
4.4138,-0.49449,0.70284,-3.2118,-6.4969,-0.40039,0.016114,-1.0061,-1.1179,-1.6446,1.6568,-2.1377,1.4704,1.287,0.080288,-0.97728,-0.76737,-1.5213,-1.1643,0.86034,0
2.5297,2.4316,2.0995,-4.662,-5.1753,0.1462,0.41289,-0.19017,1.143,0.99819,0.025246,-0.27665,-0.70842,0.23898,1.3728,-0.5724,1.5088,0.051721,-0.83039,-0.91614,0
-4.474,-3.4004,-0.55852,3.8289,0.25654,1.1831,-0.79938,-1.0627,0.26272,-0.24457,0.91296,-1.4422,1.2465,0.65341,0.35278,1.7686,-0.7259,1.6427,0.66931,-0.23721,1
2.7464,3.9913,1.3506,-1.701,4.1758,-0.79164,0.14303,0.31777,-0.13718,-0.056564,-0.27722,0.18857,-0.54249,0.41342,1.6728,0.52762,-0.10579,0.11607,0.20809,1.0731,0
2.7582,2.7962,2.8512,-3.8637,2.064,2.3714,-0.74645,0.64309,-0.11235,-0.065465,-0.019686,0.13757,0.037747,0.14359,-0.79409,0.34556,1.3505,-2.8971,0.053807,0.41356,0
2.9427,0.026827,2.511,-3.6532,-4.9213,-0.85685,0.85651,-0.14936,0.49437,0.73337,-0.42077,1.2873,0.064628,1.1939,-1.1169,-0.3874,1.9682,0.81217,0.53262,0.48531,0
-3.1104,-2.8783,-0.040836,-2.6086,2.6673,-1.4854,-0.8405,-0.4898,-0.20179,-0.71546,-1.1379,-1.4203,0.53905,0.010567,0.28585,-0.35749,0.94734,0.74375,-0.51085,-0.78194,1
-2.8077,0.45607,0.7978,-0.38178,1.1301,0.11067,-0.36778,0.71433,-1.19,0.048945,0.0033057,-1.5854,0.56971,-1.0921,1.7638,-2.6011,0.64357,0.30735,-1.2912,-1.1106,1
4.4696,-1.9824,0.27382,-2.4896,-6.5251,0.081127,1.5667,-0.44666,-0.025651,1.5195,-1.1597,-0.73017,1.5716,-1.1993,0.5763,0.26059,-0.69211,0.34116,1.0782,-1.4004,0
3.9553,1.334,1.3238,-3.4896,-0.99272,-0.19104,-0.49574,-0.72265,1.6641,0.26031,-0.96867,1.4814,-0.80967,-0.55831,-0.010532,0.59943,-0.35228,-1.2832,-0.084234,0.15823,0
-2.8741,-2.7218,-1.201,0.40364,2.454,-1.4502,-0.21294,-0.030697,-1.4224,-0.86438,0.66504,-0.01558,-0.81403,-0.3764,-0.42418,-0.33237,0.41212,-0.88851,1.4242,-0.4448,1
-4.3054,0.99167,-4.1268,5.5686,2.493,-0.38068,-0.42958,-0.79605,-0.29758,-0.77654,-1.8196,1.0749,1.7098,1.7282,1.3144,-1.2146,-0.29883,0.67404,0.68588,1.6458,1
-2.1431,-0.22954,-0.39614,7.5731,1.9899,0.92272,0.2455,1.1128,0.6362,0.5449,0.78642,0.37892,-1.6169,0.04285,-0.24643,0.4689,0.62275,-0.74163,1.7293,0.63307,1
-3.7756,-1.2522,-1.4473,1.1339,-0.20181,1.0806,0.42685,0.68989,-1.1307,-0.50133,-0.28665,0.98628,-1.3926,-0.78996,-1.934,1.0973,-0.53507,-0.94354,-0.98203,-1.218,1
3.8226,3.4333,0.58777,-1.3751,1.9119,1.1885,0.76409,-0.4422,0.73349,-0.63407,-0.30195,0.26391,0.81278,-0.65072,2.0905,1.2134,1.0748,-0.4412,1.4417,1.1434,0
