-2.8939,-2.2215,-0.79885,1.5691,1.3721,1.5716,0.59828,0.35131,-1.3759,0.87885,0.66532,1.0026,0.9717,-0.9472,0.26015,1.0559,-0.43737,0.66391,-1.6222,-0.96428,1
-4.2718,-2.8857,-0.80978,3.4491,2.7344,-0.36052,1.1907,-1.2086,-2.6647,0.30951,1.27,0.39261,0.26643,-1.3339,-1.5187,-1.391,0.89184,1.1,2.6051,-0.8898,1
2.0099,1.6576,0.32758,-4.455,-4.0729,-0.77241,0.7967,-0.25679,-0.93106,0.38566,0.58185,-1.1491,-0.49112,0.23919,-0.073153,1.1966,-0.36029,1.0757,0.53875,-0.61136,0
-4.2781,-2.5402,-1.9182,0.99503,1.6791,-2.0557,0.048599,-0.46638,-0.91165,0.58591,-0.73809,0.57346,0.54141,1.4403,-1.4664,1.3348,1.0103,-2.2272,1.7444,1.0646,1
2.5125,0.43545,0.65724,-3.6427,0.3299,1.1001,0.63762,-1.0457,0.17748,-0.66402,-1.2736,-0.6065,1.6073,-0.1935,0.58145,0.0028161,0.94018,-0.62108,1.0268,-0.34046,0
3.0896,3.4212,1.5319,-1.3762,-6.5003,0.71765,0.18713,-0.57962,0.69498,-0.30264,0.37884,0.83852,-0.10307,0.60671,-0.14347,2.541,-0.82413,0.50976,0.25264,-1.9189,0
3.7345,2.0385,1.2083,-2.6194,-2.1588,-0.19569,0.25572,-0.1237,-1.1774,0.54961,-0.4674,1.0397,-0.44527,-0.74273,-1.8933,-0.67212,0.83325,2.5799,0.94257,0.87582,0
-2.5356,-4.232,0.92021,-0.66583,1.3719,-0.87957,-0.67077,-0.079468,-1.3428,-0.16892,-1.6277,1.3123,1.4859,0.11768,0.39832,-1.3182,-0.31869,1.3507,0.89761,-0.12479,1
-1.0499,0.98159,-1.2957,-2.0546,1.2535,-2.9177,1.4869,-0.12107,1.7322,-0.49031,0.17079,-0.69382,0.45158,0.81822,0.28857,0.68791,0.049161,-1.0284,-0.808,-0.52189,1
-2.0186,-0.53775,-1.1609,-2.2471,3.5095,1.1134,-1.1604,1.8928,-0.80398,1.2136,-1.629,0.095505,-2.3847,0.0045983,1.662,0.23759,-2.5154,1.5459,-0.92106,1.3771,1
-2.5145,-1.1111,-1.8547,4.9495,1.3349,0.70902,-0.25246,0.1471,0.31959,0.11063,-0.5048,-0.54934,1.3403,-0.70537,-0.67041,-0.89296,0.65334,-0.42256,-0.40789,-0.32507,1
2.1827,1.508,1.1332,-3.16,-6.3985,1.1203,1.1251,1.7356,0.41021,0.48472,-1.1236,-1.086,0.3188,-0.54732,-1.2087,0.0083407,0.01941,0.2861,-1.0925,-1.2552,0
3.6301,3.5116,0.40447,-3.211,1.1933,-0.081522,0.55212,-0.1347,-0.91676,0.57246,0.58548,0.40351,-0.011735,0.2486,0.11743,0.1796,1.4325,-0.94569,0.52363,1.0166,0
3.8327,5.0059,0.97818,-3.2228,3.6827,-0.61238,0.11612,0.47043,-2.0851,1.3595,1.3763,-0.76171,-0.46063,0.70021,-0.71634,-1.3523,-0.0030148,-0.51378,1.1317,-1.8367,0
-4.1337,-4.7485,-0.26795,6.3186,2.9062,-1.5577,-2.0794,0.077056,-1.7047,1.086,2.0784,0.31286,0.30389,-0.037734,0.427,1.9983,0.28819,0.48876,-0.79596,-0.58429,1
-4.2057,-0.27854,-0.26118,4.923,-0.055694,0.65927,0.15247,0.66197,-0.96455,-1.8753,1.5604,1.722,-0.37065,0.55127,-0.071242,-0.5652,0.14068,0.63135,1.0449,1.256,1
-4.2096,-1.6055,-1.0762,3.9034,3.1949,1.3547,0.70999,0.1568,1.4137,1.0369,0.42274,0.7576,0.16251,0.48229,-1.4039,-0.3161,-1.1922,0.84429,-0.10545,-0.32246,1
-2.3046,-3.7734,-1.3368,3.3496,1.797,-1.094,-0.42158,-1.5236,0.30991,-0.66597,0.26709,-1.3964,-0.82605,1.5361,-0.52872,-0.58149,-1.6274,-0.69538,-1.6703,-1.0602,1
1.8023,1.3149,0.69215,-2.763,-3.3273,0.54799,0.74784,1.6924,-1.3438,0.2971,1.4563,0.87871,1.6665,1.2371,1.9659,0.7249,0.18857,0.77861,-0.74936,0.54313,0
-1.9605,-2.3268,-0.86338,2.0983,1.0845,-0.93381,0.26902,1.3577,1.2965,0.08744,-1.5216,-0.35969,-0.32707,1.3218,0.085036,0.52025,-0.46178,-0.82835,-0.69088,-0.53229,1
