2.818,1.4145,0
-2.3843,-0.92419,1
2.6233,-0.59414,0
2.302,1.4213,0
-2.6959,1.4076,1
-1.8989,-1.029,1
2.5534,0.20651,0
2.5333,1.3411,0
-4.4358,1.3327,1
2.0223,-1.2849,0
-2.3941,1.6184,1
-3.1137,0.66164,1
-2.2354,0.22735,1
3.6699,-0.22558,0
3.3758,-0.96599,0
-2.2333,0.095018,1
-1.4765,-0.25673,1
3.5768,2.3101,0
-2.574,0.19006,1
2.9571,-0.1734,0
-4.2423,-0.014029,1
-3.505,-0.61274,1
-2.6741,2.0718,1
1.8886,0.63702,0
-2.5318,0.074894,1
3.3226,1.1233,0
-2.9,-0.033128,1
3.3014,-0.097748,0
3.0238,-0.55662,0
-3.0221,-0.6155,1
2.9912,1.6046,0
-2.0705,0.7685,1
-3.0904,0.086933,1
-5.6411,1.7044,1
2.5139,0.023634,0
3.196,0.29004,0
3.9597,-1.4199,0
4.3803,0.47527,0
-3.9415,-1.4473,1
3.7609,-0.98828,0
-2.7621,0.94938,1
-3.2084,0.35122,1
3.0247,-0.87228,0
-3.0281,-0.39813,1
-2.8596,0.25644,1
-2.7624,0.22003,1
-3.6715,-1.7114,1
1.955,-1.2058,0
3.9658,-1.7729,0
-3.2198,-0.072492,1
