-3.9653,-4.8026,0.33729,8.7613,1.9852,1.0165,1.4838,-2.2559,-0.5087,-0.0213,0.63252,1.4064,-0.65425,-0.68126,0.17815,-0.93777,-1.5637,1.0616,0.20345,0.92956,1
-3.2542,-0.30237,-1.3157,-0.37535,1.0523,1.6853,-0.27511,1.6947,0.31596,-0.099938,0.40557,-0.3513,-1.1757,-0.75824,0.17653,0.34428,1.1918,1.0065,1.5509,-0.7642,1
-4.5137,-1.4379,-0.30629,5.2142,3.2916,1.2482,1.2864,-1.7632,-0.61711,0.91786,-1.9123,0.7118,-0.34411,0.85286,0.02705,-0.080261,2.3257,0.86039,0.61719,0.24553,1
3.5983,2.877,1.2021,-2.5095,-2.8548,1.8317,1.0339,-1.14,-0.1363,-0.21685,-0.36462,0.43621,-0.58987,-0.85716,-0.90548,0.78545,-0.55278,1.1904,-0.14627,-0.23076,0
-3.5829,-6.1451,-0.7886,0.25258,2.5551,1.6906,0.24132,-0.5587,-1.1609,-0.58656,0.64108,-0.72961,-0.058592,0.50133,0.83026,1.1723,-0.97526,-0.43377,3.1867,1.7651,1
3.6119,-0.98187,-0.17926,-3.1588,6.7205,0.31809,-0.12007,0.004991,0.08356,0.069878,-0.098838,-1.3032,0.3001,1.0903,0.17448,-0.088737,0.54063,-0.043451,-1.116,0.13625,0
-3.0462,-0.31335,-1.5483,5.4492,2.0017,0.23892,1.0227,-1.2129,1.6953,0.16188,-0.27763,0.83707,-1.0166,0.56161,0.090183,0.85752,1.9393,0.403,-1.1757,-1.1017,1
-4.4237,-2.6866,-1.11,5.07,3.2984,-1.7834,0.89978,-0.95216,0.10462,-1.353,-1.3252,0.62186,1.159,-0.10856,0.14425,2.7883,-0.53912,1.3798,-0.066647,0.76229,1
-3.6714,-3.8568,-0.21415,0.42606,1.4619,-1.3035,-0.6127,-0.21237,-1.042,0.33144,-1.2618,-0.98202,-1.5406,-0.022071,-0.1013,-0.14174,-0.17592,2.3115,0.27027,0.37388,1
-0.9824,-2.1333,-2.8593,6.5549,1.6287,0.09244,-1.0822,1.244,-0.38354,0.15707,-2.9365,0.32912,2.4903,0.18962,0.36104,0.90175,0.69473,1.0847,-0.27217,-1.3504,1
2.1053,-1.8038,1.5743,-4.3756,-3.0413,-0.16063,-0.083596,0.10641,-2.1805,-2.0404,-1.2937,-0.34594,-0.74017,-0.27682,-0.37631,-1.1338,-1.694,-1.8078,-0.21288,0.60152,0
-3.2137,-2.3143,-0.94114,2.2688,1.7184,1.051,-0.688,-0.0094342,0.66514,-0.67013,1.2641,-1.2598,0.3187,1.7431,2.3194,-0.70144,-1.248,0.53281,-2.1662,-0.91579,1
-1.6412,0.81455,0.70871,0.84042,0.3192,-0.79037,-1.8229,-0.24603,-1.5625,0.57938,2.3902,0.67953,-0.96302,0.13417,-1.0391,0.65988,-1.3057,1.0645,1.2442,0.64454,1
1.7731,-2.3125,1.1253,-3.8152,-4.5934,-0.61514,0.11336,-0.36546,0.97242,1.2709,-1.033,-1.5851,0.80029,1.2975,0.053543,0.60864,-0.52425,-0.66356,0.39775,-1.6457,0
-2.0843,-0.63578,-0.97027,1.1688,2.2312,-0.79513,-0.4134,0.89086,-0.94067,-1.185,-0.67815,0.33244,0.6947,0.15479,0.88117,-0.28457,-0.66628,0.59587,0.79372,-0.091087,1
-2.7848,-0.72527,-0.96626,1.8377,1.2683,0.79073,-1.8691,-1.9646,0.062025,-0.89022,0.65599,-0.62004,-0.090616,0.54396,-0.95262,-0.30153,-1.3663,1.3812,0.93144,0.56335,1
2.4156,-0.26189,1.6346,-4.2798,-3.6576,0.44111,-0.99191,1.5574,-0.38527,-0.32633,0.76542,-1.0399,-1.5387,0.10625,-0.94779,0.9362,0.9089,-0.79354,0.3238,-1.5062,0
-2.52,0.081002,-1.2082,4.1901,1.6628,-1.6483,1.4148,0.62946,-0.71814,0.65241,-0.76321,-0.60946,1.5004,0.088427,0.17879,0.62973,0.34596,0.31025,-0.037225,0.085889,1
-1.4354,-2.8061,0.31728,-4.7517,0.33022,-1.336,0.63099,-0.41347,0.67355,0.72631,1.1053,-0.08295,-0.52514,-0.38579,0.73134,1.5885,-1.3741,0.40839,1.2462,-1.3687,1
-1.542,1.8798,-1.0277,2.8624,2.5071,2.237,0.62046,-2.4988,-0.77466,1.6625,-0.41046,-1.1938,-1.5745,1.111,-1.3038,1.282,-1.1337,-0.76384,-0.2249,-0.82713,1
